"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"841","Rashid Khan","Sunrisers Hyderabad","Indian Premier League","2017",-10,11,2,9,-0.41,38,18,368,328,-14.91,0.12,-0.05,6.73,20.44,-1.11,-0.05,7.33,5.5,28,-15.32,337,0.08,-0.05,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",400,597,0.05,0.07,-0.03,-0.04,9,5,14,0.642857142857143
"842","Rashid Khan","Sunrisers Hyderabad","Indian Premier League","2018",-8,59,5,32,17.93,72,23,466,411,-12.62,0.18,-0.03,6.8,20.26,-0.25,0.56,11.06,11.8,64,5.31,443,0.14,0.01,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",900,1406,0.05,0.07,0,0.01,10,7,17,0.588235294117647
"843","Rashid Khan","Sunrisers Hyderabad","Indian Premier League","2019",2,34,5,26,1.52,34,19,387,364,11.27,0.09,0.03,6.38,20.37,0.08,0.06,7.85,6.8,36,12.79,390,0.09,0.03,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",900,1250,0.03,0.04,0.01,0.01,6,9,15,0.4
"844","Rashid Khan","Sunrisers Hyderabad","Indian Premier League","2020/21",0,35,4,32,0.64,102,20,352,387,68.09,0.26,0.18,5.46,17.6,0,0.02,6.56,8.75,102,68.73,419,0.24,0.16,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",900,1267,0.08,0.11,0.05,0.08,8,8,16,0.5
"845","Rashid Khan","Sunrisers Hyderabad","Indian Premier League","2021",-47,83,8,71,0.8,19,19,390,343,-16.99,0.06,-0.05,6.82,20.53,-0.66,0.01,7.01,10.38,-28,-16.19,414,-0.07,-0.04,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",900,1232,-0.02,-0.03,-0.01,-0.02,3,11,14,0.214285714285714
"846","Rasikh Salam","Kolkata Knight Riders","Indian Premier League","2022",1,7,1,6,-0.27,-4,0,28,24,-2.41,-0.17,-0.1,7,Inf,0.17,-0.05,7,7,-3,-2.69,30,-0.1,-0.09,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Salam","R  Salam","Rasikh Salam","BOW","Bowler",20,26,-0.12,-0.15,-0.1,-0.13,6,8,14,0.428571428571429
"847","Rasikh Salam","Mumbai Indians","Indian Premier League","2019",0,5,0,4,0.03,-5,0,42,27,-11,-0.19,-0.41,9.33,Inf,0,0.01,7.5,Inf,-5,-10.97,31,-0.16,-0.35,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Salam","R  Salam","Rasikh Salam","BOW","Bowler",20,27,-0.19,-0.25,-0.41,-0.55,10,6,16,0.625
"848","Ravi Bishnoi","Punjab Kings","Indian Premier League","2020/21",-2,7,1,12,-5.89,-2,14,381,318,-31.41,-0.01,-0.1,7.19,27.21,-0.17,-0.49,3.5,7,-4,-37.3,330,-0.01,-0.11,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","R","Bishnoi","R  Bishnoi","Ravi Bishnoi","BOW","Bowler",200,281,-0.01,-0.02,-0.13,-0.19,5,9,14,0.357142857142857
"849","Ravi Bishnoi","Lucknow Super Giants","Indian Premier League","2022",-1,0,0,1,-1.64,-62,14,462,340,-91.5,-0.18,-0.27,8.15,33,-1,-1.64,0,NA,-63,-93.15,341,-0.18,-0.27,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","R","Bishnoi","R  Bishnoi","Ravi Bishnoi","BOW","Bowler",400,533,-0.12,-0.16,-0.17,-0.23,9,6,15,0.6
"850","Ravi Bishnoi","Lucknow Super Giants","Indian Premier League","2023",6,20,3,28,-12.45,22,17,394,312,-45.53,0.07,-0.15,7.58,23.18,0.21,-0.44,4.29,6.67,28,-57.98,340,0.08,-0.17,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","R","Bishnoi","R  Bishnoi","Ravi Bishnoi","BOW","Bowler",400,487,0.06,0.07,-0.12,-0.14,8,6,14,0.571428571428571
"851","Ravi Bishnoi","Punjab Kings","Indian Premier League","2021",-2,1,1,5,-3.68,57,13,240,220,-7.15,0.26,-0.03,6.55,18.46,-0.4,-0.74,1.2,1,55,-10.83,225,0.24,-0.05,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","R","Bishnoi","R  Bishnoi","Ravi Bishnoi","BOW","Bowler",200,273,0.2,0.28,-0.04,-0.05,6,8,14,0.428571428571429
"852","S Aravind","Royal Challengers Bangalore","Indian Premier League","2017",-14,32,3,40,-11.18,-45,5,278,190,-66.9,-0.24,-0.35,8.78,55.6,-0.35,-0.28,4.8,10.67,-59,-78.08,230,-0.26,-0.34,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","S","Aravind","S  Aravind","S Aravind","BOW","Bowler",10,14,-4.21,-5.9,-5.58,-7.81,3,10,13,0.230769230769231
"853","S Badree","Royal Challengers Bangalore","Indian Premier League","2017",-3,13,5,25,-10.1,-19,9,191,151,-34.22,-0.13,-0.23,7.59,21.22,-0.12,-0.4,3.12,2.6,-22,-44.32,176,-0.12,-0.25,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","S","Badree","S  Badree","Samuel Badree","BOW","Bowler",50,74,-0.3,-0.44,-0.6,-0.89,3,10,13,0.230769230769231
"854","S Dhawan","Delhi Capitals","Indian Premier League","2019",80,521,16,391,132.89,0,0,0,0,0,0,0,NA,NA,0.2,0.34,7.99,32.56,80,132.89,391,0.2,0.34,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",520,722,0.11,0.15,0.18,0.26,9,7,16,0.5625
"855","S Dhawan","Delhi Capitals","Indian Premier League","2020/21",64,618,14,433,153.29,0,0,0,0,0,0,0,NA,NA,0.15,0.35,8.56,44.14,64,153.29,433,0.15,0.35,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",520,732,0.09,0.12,0.21,0.29,8,9,17,0.470588235294118
"856","S Dhawan","Delhi Capitals","Indian Premier League","2021",155,587,15,478,108.69,0,0,0,0,0,0,0,NA,NA,0.32,0.23,7.37,39.13,155,108.69,478,0.32,0.23,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",520,712,0.22,0.3,0.15,0.21,9,7,16,0.5625
"857","S Dhawan","Punjab Kings","Indian Premier League","2022",51,460,12,395,73.81,0,0,0,0,0,0,0,NA,NA,0.13,0.19,6.99,38.33,51,73.81,395,0.13,0.19,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",825,1100,0.05,0.06,0.07,0.09,7,7,14,0.5
"858","S Dhawan","Punjab Kings","Indian Premier League","2023",23,373,9,275,90.65,0,0,0,0,0,0,0,NA,NA,0.08,0.33,8.14,41.44,23,90.65,275,0.08,0.33,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",825,1006,0.02,0.03,0.09,0.11,6,8,14,0.428571428571429
"859","S Dhawan","Sunrisers Hyderabad","Indian Premier League","2017",10,479,13,383,79.1,0,0,0,0,0,0,0,NA,NA,0.03,0.21,7.5,36.85,10,79.1,383,0.03,0.21,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",1250,1865,0.01,0.01,0.04,0.06,9,5,14,0.642857142857143
"860","S Dhawan","Sunrisers Hyderabad","Indian Premier League","2018",-3,497,13,379,127.97,0,0,0,0,0,0,0,NA,NA,-0.01,0.34,7.87,38.23,-3,127.97,379,-0.01,0.34,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Dhawan","S  Dhawan","Shikhar Dhawan","BAT","Batter",520,812,0,-0.01,0.16,0.25,10,7,17,0.588235294117647
"861","S Dube","Chennai Super Kings","Indian Premier League","2022",-3,289,9,194,77.76,-53,0,40,14,-23.18,-3.79,-1.66,17.14,Inf,-0.02,0.4,8.94,32.11,-56,54.58,208,-0.27,0.26,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","S","Dube","S  Dube","Shivam Dube","AR","All Rounder",400,533,-0.11,-0.14,0.1,0.14,4,10,14,0.285714285714286
"862","S Dube","Chennai Super Kings","Indian Premier League","2023",34,418,11,277,112.63,0,0,0,0,0,0,0,NA,NA,0.12,0.41,9.05,38,34,112.63,277,0.12,0.41,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","S","Dube","S  Dube","Shivam Dube","AR","All Rounder",400,487,0.07,0.09,0.23,0.28,9,6,15,0.6
"863","S Dube","Rajasthan Royals","Indian Premier League","2021",-25,230,8,205,24.14,-6,0,53,31,-18.5,-0.19,-0.6,10.26,Inf,-0.12,0.12,6.73,28.75,-31,5.64,236,-0.13,0.02,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Dube","S  Dube","Shivam Dube","AR","All Rounder",440,602,-0.05,-0.07,0.01,0.01,5,9,14,0.357142857142857
"864","S Dube","Royal Challengers Bangalore","Indian Premier League","2019",-6,40,4,33,2.25,0,0,8,11,4.21,0,0.38,4.36,Inf,-0.18,0.07,7.27,10,-6,6.47,44,-0.14,0.15,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","S","Dube","S  Dube","Shivam Dube","AR","All Rounder",500,694,-0.01,-0.01,0.01,0.01,6,8,14,0.428571428571429
"865","S Dube","Royal Challengers Bangalore","Indian Premier League","2020/21",-4,129,7,109,5.79,15,5,75,55,-9.7,0.27,-0.18,8.18,15,-0.04,0.05,7.1,18.43,11,-3.91,164,0.07,-0.02,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","S","Dube","S  Dube","Shivam Dube","AR","All Rounder",500,704,0.02,0.02,-0.01,-0.01,6,9,15,0.4
"866","S Gopal","Rajasthan Royals","Indian Premier League","2018",5,50,2,47,-2.24,43,12,239,188,-35.96,0.23,-0.19,7.63,19.92,0.11,-0.05,6.38,25,48,-38.19,235,0.2,-0.16,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Gopal","S  Gopal","Shreyas Gopal","AR","All Rounder",20,31,1.55,2.4,-1.23,-1.91,7,8,15,0.466666666666667
"867","S Gopal","Rajasthan Royals","Indian Premier League","2019",1,63,4,46,5.41,-2,20,350,289,-31.37,-0.01,-0.11,7.27,17.5,0.02,0.12,8.22,15.75,-1,-25.96,335,0,-0.08,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Gopal","S  Gopal","Shreyas Gopal","AR","All Rounder",20,27,-0.04,-0.05,-0.96,-1.3,5,9,14,0.357142857142857
"868","S Gopal","Rajasthan Royals","Indian Premier League","2020/21",-9,37,4,41,-7.02,-38,10,429,305,-97.2,-0.12,-0.32,8.44,42.9,-0.22,-0.17,5.41,9.25,-47,-104.22,346,-0.14,-0.3,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Gopal","S  Gopal","Shreyas Gopal","AR","All Rounder",20,28,-1.68,-2.35,-3.72,-5.21,6,8,14,0.428571428571429
"869","S Gopal","Rajasthan Royals","Indian Premier League","2021",-1,7,1,5,-0.35,-8,0,84,42,-39.21,-0.19,-0.93,12,Inf,-0.2,-0.07,8.4,7,-9,-39.56,47,-0.19,-0.84,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Gopal","S  Gopal","Shreyas Gopal","AR","All Rounder",20,27,-0.33,-0.45,-1.47,-1.98,5,9,14,0.357142857142857
"870","S Gopal","Sunrisers Hyderabad","Indian Premier League","2022",0,9,0,7,-0.48,0,1,34,18,-14.17,0,-0.79,11.33,34,0,-0.07,7.71,Inf,0,-14.65,25,0,-0.59,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Gopal","S  Gopal","Shreyas Gopal","BOW","Bowler",75,100,0,0,-0.15,-0.2,6,8,14,0.428571428571429
"871","S Kaul","Royal Challengers Bangalore","Indian Premier League","2022",0,0,0,0,0,-4,0,43,24,-15.6,-0.17,-0.65,10.75,Inf,0,0,NA,NA,-4,-15.6,24,-0.17,-0.65,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",75,100,-0.04,-0.05,-0.16,-0.21,9,7,16,0.5625
"872","S Kaul","Sunrisers Hyderabad","Indian Premier League","2017",-1,0,0,2,-3.15,-64,16,303,221,-44.95,-0.29,-0.2,8.23,18.94,-0.5,-1.57,0,NA,-65,-48.1,223,-0.29,-0.22,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",10,14,-4.64,-6.5,-3.44,-4.81,9,5,14,0.642857142857143
"873","S Kaul","Sunrisers Hyderabad","Indian Premier League","2018",-26,3,2,14,-13.13,7,24,558,402,-101.24,0.02,-0.25,8.33,23.25,-1.86,-0.94,1.29,1.5,-19,-114.37,416,-0.05,-0.27,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",380,593,-0.03,-0.05,-0.19,-0.3,10,7,17,0.588235294117647
"874","S Kaul","Sunrisers Hyderabad","Indian Premier League","2019",0,0,1,1,-1.06,-24,6,243,169,-55.71,-0.14,-0.33,8.63,40.5,0,-1.06,0,0,-24,-56.77,170,-0.14,-0.33,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",380,527,-0.05,-0.06,-0.11,-0.15,6,9,15,0.4
"875","S Kaul","Sunrisers Hyderabad","Indian Premier League","2020/21",0,0,0,0,0,-3,2,64,26,-31.69,-0.12,-1.22,14.77,32,0,0,NA,NA,-3,-31.69,26,-0.12,-1.22,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",380,535,-0.01,-0.01,-0.06,-0.08,8,8,16,0.5
"876","S Kaul","Sunrisers Hyderabad","Indian Premier League","2021",1,8,0,8,-3.18,-35,8,253,181,-45.44,-0.19,-0.25,8.39,31.62,0.12,-0.4,6,Inf,-34,-48.62,189,-0.18,-0.26,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Kaul","S  Kaul","Siddarth Kaul","BOW","Bowler",380,520,-0.07,-0.09,-0.09,-0.13,3,11,14,0.214285714285714
"877","S Kaushik","Gujarat Lions","Indian Premier League","2017",0,0,0,0,0,-15,0,109,68,-33.81,-0.22,-0.5,9.62,Inf,0,0,NA,NA,-15,-33.81,68,-0.22,-0.5,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313525.logo.png","#D13617","#1774D1","S","Kaushik","S  Kaushik","Shivil Kaushik","BOW","Bowler",10,14,-1.07,-1.5,-2.42,-3.38,4,10,14,0.285714285714286
"878","S Lamichhane","Delhi Capitals","Indian Premier League","2019",-1,0,1,1,-1.57,-57,9,211,138,-60.88,-0.41,-0.44,9.17,23.44,-1,-1.57,0,0,-58,-62.45,139,-0.42,-0.45,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Lamichhane","S  Lamichhane","Sandeep Lamichhane","BOW","Bowler",20,27,-2.15,-2.9,-2.31,-3.12,9,7,16,0.5625
"879","S Lamichhane","Delhi Daredevils","Indian Premier League","2018",0,0,0,0,0,62,5,86,73,-11.6,0.85,-0.16,7.07,17.2,0,0,NA,NA,62,-11.6,73,0.85,-0.16,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Lamichhane","S  Lamichhane","Sandeep Lamichhane","BOW","Bowler",20,31,2,3.1,-0.37,-0.58,5,9,14,0.357142857142857
"880","S Midhun","Rajasthan Royals","Indian Premier League","2019",0,0,0,0,0,-6,0,29,13,-15.3,-0.46,-1.18,13.38,Inf,0,0,NA,NA,-6,-15.3,13,-0.46,-1.18,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","S","Midhun","S  Midhun","S Midhun","AR","All Rounder",20,27,-0.22,-0.3,-0.57,-0.76,5,9,14,0.357142857142857
"881","S Nadeem","Delhi Daredevils","Indian Premier League","2017",-7,2,3,9,-9.84,37,6,119,110,-3.8,0.34,-0.03,6.49,19.83,-0.78,-1.09,1.33,0.67,30,-13.64,119,0.25,-0.11,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Nadeem","S  Nadeem","Shahbaz Nadeem","BOW","Bowler",85,126,0.24,0.35,-0.11,-0.16,6,8,14,0.428571428571429
"882","S Nadeem","Delhi Daredevils","Indian Premier League","2018",0,6,0,8,-2.62,6,5,162,92,-63.44,0.07,-0.69,10.57,32.4,0,-0.33,4.5,Inf,6,-66.05,100,0.06,-0.66,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","S","Nadeem","S  Nadeem","Shallbaz Nadeem","BOW","Bowler",320,500,0.01,0.02,-0.13,-0.21,5,9,14,0.357142857142857
"883","S Nadeem","Sunrisers Hyderabad","Indian Premier League","2019",0,0,0,0,0,-3,3,91,54,-30.88,-0.06,-0.57,10.11,30.33,0,0,NA,NA,-3,-30.88,54,-0.06,-0.57,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Nadeem","S  Nadeem","Shahbaz Nadeem","BOW","Bowler",320,444,-0.01,-0.01,-0.07,-0.1,6,9,15,0.4
"884","S Nadeem","Sunrisers Hyderabad","Indian Premier League","2020/21",-13,7,1,8,-4.79,10,6,179,137,-28.07,0.07,-0.2,7.84,29.83,-1.62,-0.6,5.25,7,-3,-32.86,145,-0.02,-0.23,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Nadeem","S  Nadeem","Shahbaz Nadeem","BOW","Bowler",320,450,-0.01,-0.01,-0.07,-0.1,8,8,16,0.5
"885","S Nadeem","Sunrisers Hyderabad","Indian Premier League","2021",-7,0,1,1,-1.58,0,1,36,24,-9.65,0,-0.4,9,36,-7,-1.58,0,0,-7,-11.23,25,-0.28,-0.45,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Nadeem","S  Nadeem","Shahbaz Nadeem","BOW","Bowler",320,438,-0.02,-0.02,-0.03,-0.04,3,11,14,0.214285714285714
"886","S Sandeep Warrier","Kolkata Knight Riders","Indian Premier League","2020/21",0,0,0,0,0,-2,0,34,21,-11.63,-0.1,-0.55,9.71,Inf,0,0,NA,NA,-2,-11.63,21,-0.1,-0.55,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","S","Warrier","S  Warrier","Sandeep Warrier","BOW","Bowler",20,28,-0.07,-0.1,-0.42,-0.58,6,8,14,0.428571428571429
"887","S Sandeep Warrier","Kolkata Knight Riders","Indian Premier League","2021",0,0,0,0,0,-2,0,15,12,-2.7,-0.17,-0.23,7.5,Inf,0,0,NA,NA,-2,-2.7,12,-0.17,-0.23,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","S","Warrier","S  Warrier","Sandeep Warrier","BOW","Bowler",20,27,-0.07,-0.1,-0.1,-0.14,9,8,17,0.529411764705882
"888","SA Abbott","Sunrisers Hyderabad","Indian Premier League","2022",-9,7,1,5,1.19,-3,1,47,27,-15.43,-0.11,-0.57,10.44,47,-1.8,0.24,8.4,7,-12,-14.24,32,-0.38,-0.44,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","S","Abbott","S  Abbott","Sean Abbott","BOW","Bowler",240,320,-0.04,-0.05,-0.04,-0.06,6,8,14,0.428571428571429
"889","SA Yadav","Kolkata Knight Riders","Indian Premier League","2017",0,105,6,89,5.82,0,0,0,0,0,0,0,NA,NA,0,0.07,7.08,17.5,0,5.82,89,0,0.07,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","S","Yadav","S  Yadav","Suryakumar Yadav","BAT","Batter",70,104,0,0,0.06,0.08,8,8,16,0.5
"890","SA Yadav","Mumbai Indians","Indian Premier League","2018",21,512,14,391,111.99,0,0,0,0,0,0,0,NA,NA,0.05,0.29,7.86,36.57,21,111.99,391,0.05,0.29,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","S","Yadav","S  Yadav","Suryakumar Yadav","BAT","Batter",320,500,0.04,0.07,0.22,0.35,6,8,14,0.428571428571429
"891","SA Yadav","Mumbai Indians","Indian Premier League","2019",60,424,14,327,81.67,0,0,0,0,0,0,0,NA,NA,0.18,0.25,7.78,30.29,60,81.67,327,0.18,0.25,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","S","Yadav","S  Yadav","Suryakumar Yadav","BAT","Batter",320,444,0.14,0.19,0.18,0.26,10,6,16,0.625
"892","SA Yadav","Mumbai Indians","Indian Premier League","2020/21",108,480,9,340,117.14,0,0,0,0,0,0,0,NA,NA,0.32,0.34,8.47,53.33,108,117.14,340,0.32,0.34,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","S","Yadav","S  Yadav","Suryakumar Yadav","BAT","Batter",320,450,0.24,0.34,0.26,0.37,11,5,16,0.6875
"893","SA Yadav","Mumbai Indians","Indian Premier League","2021",-53,317,14,226,72.51,0,0,0,0,0,0,0,NA,NA,-0.23,0.32,8.42,22.64,-53,72.51,226,-0.23,0.32,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","S","Yadav","S  Yadav","Suryakumar Yadav","BAT","Batter",320,438,-0.12,-0.17,0.17,0.23,7,7,14,0.5
